"Type","Location","Count","Quarter","Year","Value","Time_Number","Time_String"
"Total emergency department presentations","Tasmania","Per cent","4","2016",25,2016.75,"Q4 2016"
"Total emergency department presentations","Tasmania","Per cent","4","2017",26,2017.75,"Q4 2017"
"Total emergency department presentations","Tasmania","Per cent","4","2018",26,2018.75,"Q4 2018"
"Total emergency department presentations","Tasmania","Per cent","4","2019",27,2019.75,"Q4 2019"
"Total emergency department presentations","Tasmania","Per cent","4","2020",25,2020.75,"Q4 2020"
"Total emergency department presentations","Tasmania","Per cent","4","2021",26,2021.75,"Q4 2021"
"Total emergency department presentations","Tasmania","Per cent","1","2014",25,2014,"Q1 2014"
"Total emergency department presentations","Tasmania","Per cent","1","2015",25,2015,"Q1 2015"
"Total emergency department presentations","Tasmania","Per cent","1","2016",25,2016,"Q1 2016"
"Total emergency department presentations","Tasmania","Per cent","1","2017",25,2017,"Q1 2017"
"Total emergency department presentations","Tasmania","Per cent","1","2018",25,2018,"Q1 2018"
"Total emergency department presentations","Tasmania","Per cent","1","2019",26,2019,"Q1 2019"
"Total emergency department presentations","Tasmania","Per cent","1","2020",26,2020,"Q1 2020"
"Total emergency department presentations","Tasmania","Per cent","1","2021",24,2021,"Q1 2021"
"Total emergency department presentations","Tasmania","Per cent","2","2014",24,2014.25,"Q2 2014"
"Total emergency department presentations","Tasmania","Per cent","2","2015",24,2015.25,"Q2 2015"
"Total emergency department presentations","Tasmania","Per cent","2","2016",25,2016.25,"Q2 2016"
"Total emergency department presentations","Tasmania","Per cent","2","2017",24,2017.25,"Q2 2017"
"Total emergency department presentations","Tasmania","Per cent","2","2018",25,2018.25,"Q2 2018"
"Total emergency department presentations","Tasmania","Per cent","2","2019",20,2019.25,"Q2 2019"
"Total emergency department presentations","Tasmania","Per cent","2","2020",26,2020.25,"Q2 2020"
"Total emergency department presentations","Tasmania","Per cent","2","2021",25,2021.25,"Q2 2021"
"Total emergency department presentations","Australian Capital Territory","Number","3","2014",32724,2014.5,"Q3 2014"
"Total emergency department presentations","Australian Capital Territory","Number","3","2015",33528,2015.5,"Q3 2015"
"Total emergency department presentations","Australian Capital Territory","Number","3","2016",36083,2016.5,"Q3 2016"
"Total emergency department presentations","Australian Capital Territory","Number","3","2017",38225,2017.5,"Q3 2017"
"Total emergency department presentations","Australian Capital Territory","Number","3","2018",36844,2018.5,"Q3 2018"
"Total emergency department presentations","Australian Capital Territory","Number","3","2019",38184,2019.5,"Q3 2019"
"Total emergency department presentations","Australian Capital Territory","Number","3","2020",35688,2020.5,"Q3 2020"
"Total emergency department presentations","Australian Capital Territory","Number","3","2021",35513,2021.5,"Q3 2021"
"Total emergency department presentations","Australian Capital Territory","Number","4","2014",32893,2014.75,"Q4 2014"
"Total emergency department presentations","Australian Capital Territory","Number","4","2015",33686,2015.75,"Q4 2015"
"Total emergency department presentations","Australian Capital Territory","Number","4","2016",36222,2016.75,"Q4 2016"
"Total emergency department presentations","Australian Capital Territory","Number","4","2017",37298,2017.75,"Q4 2017"
"Total emergency department presentations","Australian Capital Territory","Number","4","2018",37065,2018.75,"Q4 2018"
"Total emergency department presentations","Australian Capital Territory","Number","4","2019",37557,2019.75,"Q4 2019"
"Total emergency department presentations","Australian Capital Territory","Number","4","2020",39799,2020.75,"Q4 2020"
"Total emergency department presentations","Australian Capital Territory","Number","4","2021",35309,2021.75,"Q4 2021"
"Total emergency department presentations","Australian Capital Territory","Number","1","2014",31937,2014,"Q1 2014"
"Total emergency department presentations","Australian Capital Territory","Number","1","2015",33827,2015,"Q1 2015"
"Total emergency department presentations","Australian Capital Territory","Number","1","2016",35944,2016,"Q1 2016"
"Total emergency department presentations","Australian Capital Territory","Number","1","2017",36268,2017,"Q1 2017"
"Total emergency department presentations","Australian Capital Territory","Number","1","2018",37107,2018,"Q1 2018"
"Total emergency department presentations","Australian Capital Territory","Number","1","2019",35805,2019,"Q1 2019"
"Total emergency department presentations","Australian Capital Territory","Number","1","2020",37680,2020,"Q1 2020"
"Total emergency department presentations","Australian Capital Territory","Number","1","2021",35047,2021,"Q1 2021"
"Total emergency department presentations","Australian Capital Territory","Number","2","2014",32407,2014.25,"Q2 2014"
"Total emergency department presentations","Australian Capital Territory","Number","2","2015",34307,2015.25,"Q2 2015"
"Total emergency department presentations","Australian Capital Territory","Number","2","2016",35611,2016.25,"Q2 2016"
"Total emergency department presentations","Australian Capital Territory","Number","2","2017",35987,2017.25,"Q2 2017"
"Total emergency department presentations","Australian Capital Territory","Number","2","2018",38257,2018.25,"Q2 2018"
"Total emergency department presentations","Australian Capital Territory","Number","2","2019",29474,2019.25,"Q2 2019"
"Total emergency department presentations","Australian Capital Territory","Number","2","2020",40546,2020.25,"Q2 2020"
"Total emergency department presentations","Australian Capital Territory","Number","2","2021",37824,2021.25,"Q2 2021"
"Total emergency department presentations","Australian Capital Territory","Per cent","3","2014",25,2014.5,"Q3 2014"
"Total emergency department presentations","Australian Capital Territory","Per cent","3","2015",25,2015.5,"Q3 2015"
"Total emergency department presentations","Australian Capital Territory","Per cent","3","2016",25,2016.5,"Q3 2016"
"Total emergency department presentations","Australian Capital Territory","Per cent","3","2017",26,2017.5,"Q3 2017"
"Total emergency department presentations","Australian Capital Territory","Per cent","3","2018",25,2018.5,"Q3 2018"
"Total emergency department presentations","Australian Capital Territory","Per cent","3","2019",27,2019.5,"Q3 2019"
"Total emergency department presentations","Australian Capital Territory","Per cent","3","2020",23,2020.5,"Q3 2020"
"Total emergency department presentations","Australian Capital Territory","Per cent","3","2021",25,2021.5,"Q3 2021"
"Total emergency department presentations","Australian Capital Territory","Per cent","4","2014",25,2014.75,"Q4 2014"
"Total emergency department presentations","Australian Capital Territory","Per cent","4","2015",25,2015.75,"Q4 2015"
"Total emergency department presentations","Australian Capital Territory","Per cent","4","2016",25,2016.75,"Q4 2016"
"Total emergency department presentations","Australian Capital Territory","Per cent","4","2017",25,2017.75,"Q4 2017"
"Total emergency department presentations","Australian Capital Territory","Per cent","4","2018",25,2018.75,"Q4 2018"
"Total emergency department presentations","Australian Capital Territory","Per cent","4","2019",27,2019.75,"Q4 2019"
"Total emergency department presentations","Australian Capital Territory","Per cent","4","2020",26,2020.75,"Q4 2020"
"Total emergency department presentations","Australian Capital Territory","Per cent","4","2021",25,2021.75,"Q4 2021"
"Total emergency department presentations","Australian Capital Territory","Per cent","1","2014",25,2014,"Q1 2014"
"Total emergency department presentations","Australian Capital Territory","Per cent","1","2015",25,2015,"Q1 2015"
"Total emergency department presentations","Australian Capital Territory","Per cent","1","2016",25,2016,"Q1 2016"
"Total emergency department presentations","Australian Capital Territory","Per cent","1","2017",25,2017,"Q1 2017"
"Total emergency department presentations","Australian Capital Territory","Per cent","1","2018",25,2018,"Q1 2018"
"Total emergency department presentations","Australian Capital Territory","Per cent","1","2019",25,2019,"Q1 2019"
"Total emergency department presentations","Australian Capital Territory","Per cent","1","2020",25,2020,"Q1 2020"
"Total emergency department presentations","Australian Capital Territory","Per cent","1","2021",24,2021,"Q1 2021"
"Total emergency department presentations","Australian Capital Territory","Per cent","2","2014",25,2014.25,"Q2 2014"
"Total emergency department presentations","Australian Capital Territory","Per cent","2","2015",25,2015.25,"Q2 2015"
"Total emergency department presentations","Australian Capital Territory","Per cent","2","2016",25,2016.25,"Q2 2016"
"Total emergency department presentations","Australian Capital Territory","Per cent","2","2017",24,2017.25,"Q2 2017"
"Total emergency department presentations","Australian Capital Territory","Per cent","2","2018",26,2018.25,"Q2 2018"
"Total emergency department presentations","Australian Capital Territory","Per cent","2","2019",21,2019.25,"Q2 2019"
"Total emergency department presentations","Australian Capital Territory","Per cent","2","2020",26,2020.25,"Q2 2020"
"Total emergency department presentations","Australian Capital Territory","Per cent","2","2021",26,2021.25,"Q2 2021"
"Total emergency department presentations","Northern Territory","Number","3","2014",36035,2014.5,"Q3 2014"
"Total emergency department presentations","Northern Territory","Number","3","2015",37052,2015.5,"Q3 2015"
"Total emergency department presentations","Northern Territory","Number","3","2016",38082,2016.5,"Q3 2016"
"Total emergency department presentations","Northern Territory","Number","3","2017",41598,2017.5,"Q3 2017"
"Total emergency department presentations","Northern Territory","Number","3","2018",39335,2018.5,"Q3 2018"
"Total emergency department presentations","Northern Territory","Number","3","2019",43122,2019.5,"Q3 2019"
"Total emergency department presentations","Northern Territory","Number","3","2020",42587,2020.5,"Q3 2020"
"Total emergency department presentations","Northern Territory","Number","3","2021",44690,2021.5,"Q3 2021"
"Total emergency department presentations","Northern Territory","Number","4","2014",35372,2014.75,"Q4 2014"
"Total emergency department presentations","Northern Territory","Number","4","2015",36278,2015.75,"Q4 2015"
"Total emergency department presentations","Northern Territory","Number","4","2016",37386,2016.75,"Q4 2016"
"Total emergency department presentations","Northern Territory","Number","4","2017",41146,2017.75,"Q4 2017"
"Total emergency department presentations","Northern Territory","Number","4","2018",41924,2018.75,"Q4 2018"
"Total emergency department presentations","Northern Territory","Number","4","2019",43012,2019.75,"Q4 2019"
"Total emergency department presentations","Northern Territory","Number","4","2020",44818,2020.75,"Q4 2020"
"Total emergency department presentations","Northern Territory","Number","4","2021",43265,2021.75,"Q4 2021"
"Total emergency department presentations","Northern Territory","Number","1","2014",35432,2014,"Q1 2014"
"Total emergency department presentations","Northern Territory","Number","1","2015",37407,2015,"Q1 2015"
"Total emergency department presentations","Northern Territory","Number","1","2016",40031,2016,"Q1 2016"
"Total emergency department presentations","Northern Territory","Number","1","2017",38704,2017,"Q1 2017"
"Total emergency department presentations","Northern Territory","Number","1","2018",40738,2018,"Q1 2018"
"Total emergency department presentations","Northern Territory","Number","1","2019",43976,2019,"Q1 2019"
"Total emergency department presentations","Northern Territory","Number","1","2020",44771,2020,"Q1 2020"
"Total emergency department presentations","Northern Territory","Number","1","2021",37463,2021,"Q1 2021"
"Total emergency department presentations","Northern Territory","Number","2","2014",35405,2014.25,"Q2 2014"
"Total emergency department presentations","Northern Territory","Number","2","2015",37722,2015.25,"Q2 2015"
"Total emergency department presentations","Northern Territory","Number","2","2016",38437,2016.25,"Q2 2016"
"Total emergency department presentations","Northern Territory","Number","2","2017",37313,2017.25,"Q2 2017"
"Total emergency department presentations","Northern Territory","Number","2","2018",43000,2018.25,"Q2 2018"
"Total emergency department presentations","Northern Territory","Number","2","2019",34613,2019.25,"Q2 2019"
"Total emergency department presentations","Northern Territory","Number","2","2020",45478,2020.25,"Q2 2020"
"Total emergency department presentations","Northern Territory","Number","2","2021",45918,2021.25,"Q2 2021"
"Total emergency department presentations","Northern Territory","Per cent","3","2014",25,2014.5,"Q3 2014"
"Total emergency department presentations","Northern Territory","Per cent","3","2015",25,2015.5,"Q3 2015"
"Total emergency department presentations","Northern Territory","Per cent","3","2016",25,2016.5,"Q3 2016"
"Total emergency department presentations","Northern Territory","Per cent","3","2017",26,2017.5,"Q3 2017"
"Total emergency department presentations","Northern Territory","Per cent","3","2018",24,2018.5,"Q3 2018"
"Total emergency department presentations","Northern Territory","Per cent","3","2019",26,2019.5,"Q3 2019"
"Total emergency department presentations","Northern Territory","Per cent","3","2020",24,2020.5,"Q3 2020"
"Total emergency department presentations","Northern Territory","Per cent","3","2021",26,2021.5,"Q3 2021"
"Total emergency department presentations","Northern Territory","Per cent","4","2014",25,2014.75,"Q4 2014"
"Total emergency department presentations","Northern Territory","Per cent","4","2015",24,2015.75,"Q4 2015"
"Total emergency department presentations","Northern Territory","Per cent","4","2016",24,2016.75,"Q4 2016"
"Total emergency department presentations","Northern Territory","Per cent","4","2017",26,2017.75,"Q4 2017"
"Total emergency department presentations","Northern Territory","Per cent","4","2018",25,2018.75,"Q4 2018"
"Total emergency department presentations","Northern Territory","Per cent","4","2019",26,2019.75,"Q4 2019"
"Total emergency department presentations","Northern Territory","Per cent","4","2020",25,2020.75,"Q4 2020"
"Total emergency department presentations","Northern Territory","Per cent","4","2021",25,2021.75,"Q4 2021"
"Total emergency department presentations","Northern Territory","Per cent","1","2014",25,2014,"Q1 2014"
"Total emergency department presentations","Northern Territory","Per cent","1","2015",25,2015,"Q1 2015"
"Total emergency department presentations","Northern Territory","Per cent","1","2016",26,2016,"Q1 2016"
"Total emergency department presentations","Northern Territory","Per cent","1","2017",24,2017,"Q1 2017"
"Total emergency department presentations","Northern Territory","Per cent","1","2018",25,2018,"Q1 2018"
"Total emergency department presentations","Northern Territory","Per cent","1","2019",27,2019,"Q1 2019"
"Total emergency department presentations","Northern Territory","Per cent","1","2020",25,2020,"Q1 2020"
"Total emergency department presentations","Northern Territory","Per cent","1","2021",22,2021,"Q1 2021"
"Total emergency department presentations","Northern Territory","Per cent","2","2014",25,2014.25,"Q2 2014"
"Total emergency department presentations","Northern Territory","Per cent","2","2015",25,2015.25,"Q2 2015"
"Total emergency department presentations","Northern Territory","Per cent","2","2016",25,2016.25,"Q2 2016"
"Total emergency department presentations","Northern Territory","Per cent","2","2017",24,2017.25,"Q2 2017"
"Total emergency department presentations","Northern Territory","Per cent","2","2018",26,2018.25,"Q2 2018"
"Total emergency department presentations","Northern Territory","Per cent","2","2019",21,2019.25,"Q2 2019"
"Total emergency department presentations","Northern Territory","Per cent","2","2020",26,2020.25,"Q2 2020"
"Total emergency department presentations","Northern Territory","Per cent","2","2021",27,2021.25,"Q2 2021"
