"","Type","Location","Count","Quarter","Year","Value","Time_Number","Time_String"
"957","Total emergency department presentations","South Australia","Per cent","2","2018",26,2018.25,"Q2 2018"
"958","Total emergency department presentations","South Australia","Per cent","2","2019",22,2019.25,"Q2 2019"
"959","Total emergency department presentations","South Australia","Per cent","2","2020",26,2020.25,"Q2 2020"
"960","Total emergency department presentations","South Australia","Per cent","2","2021",26,2021.25,"Q2 2021"
"961","Total emergency department presentations","Tasmania","Number","3","2014",37765,2014.5,"Q3 2014"
"962","Total emergency department presentations","Tasmania","Number","3","2015",38873,2015.5,"Q3 2015"
"963","Total emergency department presentations","Tasmania","Number","3","2016",38733,2016.5,"Q3 2016"
"964","Total emergency department presentations","Tasmania","Number","3","2017",40766,2017.5,"Q3 2017"
"965","Total emergency department presentations","Tasmania","Number","3","2018",41188,2018.5,"Q3 2018"
"966","Total emergency department presentations","Tasmania","Number","3","2019",41399,2019.5,"Q3 2019"
"967","Total emergency department presentations","Tasmania","Number","3","2020",39225,2020.5,"Q3 2020"
"968","Total emergency department presentations","Tasmania","Number","3","2021",44323,2021.5,"Q3 2021"
"969","Total emergency department presentations","Tasmania","Number","4","2014",38349,2014.75,"Q4 2014"
"970","Total emergency department presentations","Tasmania","Number","4","2015",38469,2015.75,"Q4 2015"
"971","Total emergency department presentations","Tasmania","Number","4","2016",39659,2016.75,"Q4 2016"
"972","Total emergency department presentations","Tasmania","Number","4","2017",41491,2017.75,"Q4 2017"
"973","Total emergency department presentations","Tasmania","Number","4","2018",42509,2018.75,"Q4 2018"
"974","Total emergency department presentations","Tasmania","Number","4","2019",42124,2019.75,"Q4 2019"
"975","Total emergency department presentations","Tasmania","Number","4","2020",42799,2020.75,"Q4 2020"
"976","Total emergency department presentations","Tasmania","Number","4","2021",45078,2021.75,"Q4 2021"
"977","Total emergency department presentations","Tasmania","Number","1","2014",37268,2014,"Q1 2014"
"978","Total emergency department presentations","Tasmania","Number","1","2015",38872,2015,"Q1 2015"
"979","Total emergency department presentations","Tasmania","Number","1","2016",38634,2016,"Q1 2016"
"980","Total emergency department presentations","Tasmania","Number","1","2017",40521,2017,"Q1 2017"
"981","Total emergency department presentations","Tasmania","Number","1","2018",41558,2018,"Q1 2018"
"982","Total emergency department presentations","Tasmania","Number","1","2019",40230,2019,"Q1 2019"
"983","Total emergency department presentations","Tasmania","Number","1","2020",44258,2020,"Q1 2020"
"984","Total emergency department presentations","Tasmania","Number","1","2021",41084,2021,"Q1 2021"
"985","Total emergency department presentations","Tasmania","Number","2","2014",36694,2014.25,"Q2 2014"
"986","Total emergency department presentations","Tasmania","Number","2","2015",37327,2015.25,"Q2 2015"
"987","Total emergency department presentations","Tasmania","Number","2","2016",39297,2016.25,"Q2 2016"
"988","Total emergency department presentations","Tasmania","Number","2","2017",39663,2017.25,"Q2 2017"
"989","Total emergency department presentations","Tasmania","Number","2","2018",40739,2018.25,"Q2 2018"
"990","Total emergency department presentations","Tasmania","Number","2","2019",29985,2019.25,"Q2 2019"
"991","Total emergency department presentations","Tasmania","Number","2","2020",44005,2020.25,"Q2 2020"
"992","Total emergency department presentations","Tasmania","Number","2","2021",42791,2021.25,"Q2 2021"
"993","Total emergency department presentations","Tasmania","Per cent","3","2014",25,2014.5,"Q3 2014"
"994","Total emergency department presentations","Tasmania","Per cent","3","2015",25,2015.5,"Q3 2015"
"995","Total emergency department presentations","Tasmania","Per cent","3","2016",25,2016.5,"Q3 2016"
"996","Total emergency department presentations","Tasmania","Per cent","3","2017",25,2017.5,"Q3 2017"
"997","Total emergency department presentations","Tasmania","Per cent","3","2018",25,2018.5,"Q3 2018"
"998","Total emergency department presentations","Tasmania","Per cent","3","2019",27,2019.5,"Q3 2019"
"999","Total emergency department presentations","Tasmania","Per cent","3","2020",23,2020.5,"Q3 2020"
"1000","Total emergency department presentations","Tasmania","Per cent","3","2021",26,2021.5,"Q3 2021"
"1001","Total emergency department presentations","Tasmania","Per cent","4","2014",26,2014.75,"Q4 2014"
"1002","Total emergency department presentations","Tasmania","Per cent","4","2015",25,2015.75,"Q4 2015"
"1003","Total emergency department presentations","Tasmania","Per cent","4","2016",25,2016.75,"Q4 2016"
"1004","Total emergency department presentations","Tasmania","Per cent","4","2017",26,2017.75,"Q4 2017"
"1005","Total emergency department presentations","Tasmania","Per cent","4","2018",26,2018.75,"Q4 2018"
"1006","Total emergency department presentations","Tasmania","Per cent","4","2019",27,2019.75,"Q4 2019"
"1007","Total emergency department presentations","Tasmania","Per cent","4","2020",25,2020.75,"Q4 2020"
"1008","Total emergency department presentations","Tasmania","Per cent","4","2021",26,2021.75,"Q4 2021"
"1009","Total emergency department presentations","Tasmania","Per cent","1","2014",25,2014,"Q1 2014"
"1010","Total emergency department presentations","Tasmania","Per cent","1","2015",25,2015,"Q1 2015"
"1011","Total emergency department presentations","Tasmania","Per cent","1","2016",25,2016,"Q1 2016"
"1012","Total emergency department presentations","Tasmania","Per cent","1","2017",25,2017,"Q1 2017"
"1013","Total emergency department presentations","Tasmania","Per cent","1","2018",25,2018,"Q1 2018"
"1014","Total emergency department presentations","Tasmania","Per cent","1","2019",26,2019,"Q1 2019"
"1015","Total emergency department presentations","Tasmania","Per cent","1","2020",26,2020,"Q1 2020"
"1016","Total emergency department presentations","Tasmania","Per cent","1","2021",24,2021,"Q1 2021"
"1017","Total emergency department presentations","Tasmania","Per cent","2","2014",24,2014.25,"Q2 2014"
"1018","Total emergency department presentations","Tasmania","Per cent","2","2015",24,2015.25,"Q2 2015"
"1019","Total emergency department presentations","Tasmania","Per cent","2","2016",25,2016.25,"Q2 2016"
"1020","Total emergency department presentations","Tasmania","Per cent","2","2017",24,2017.25,"Q2 2017"
"1021","Total emergency department presentations","Tasmania","Per cent","2","2018",25,2018.25,"Q2 2018"
"1022","Total emergency department presentations","Tasmania","Per cent","2","2019",20,2019.25,"Q2 2019"
"1023","Total emergency department presentations","Tasmania","Per cent","2","2020",26,2020.25,"Q2 2020"
"1024","Total emergency department presentations","Tasmania","Per cent","2","2021",25,2021.25,"Q2 2021"
"1025","Total emergency department presentations","Australian Capital Territory","Number","3","2014",32724,2014.5,"Q3 2014"
"1026","Total emergency department presentations","Australian Capital Territory","Number","3","2015",33528,2015.5,"Q3 2015"
"1027","Total emergency department presentations","Australian Capital Territory","Number","3","2016",36083,2016.5,"Q3 2016"
"1028","Total emergency department presentations","Australian Capital Territory","Number","3","2017",38225,2017.5,"Q3 2017"
"1029","Total emergency department presentations","Australian Capital Territory","Number","3","2018",36844,2018.5,"Q3 2018"
"1030","Total emergency department presentations","Australian Capital Territory","Number","3","2019",38184,2019.5,"Q3 2019"
"1031","Total emergency department presentations","Australian Capital Territory","Number","3","2020",35688,2020.5,"Q3 2020"
"1032","Total emergency department presentations","Australian Capital Territory","Number","3","2021",35513,2021.5,"Q3 2021"
"1033","Total emergency department presentations","Australian Capital Territory","Number","4","2014",32893,2014.75,"Q4 2014"
"1034","Total emergency department presentations","Australian Capital Territory","Number","4","2015",33686,2015.75,"Q4 2015"
"1035","Total emergency department presentations","Australian Capital Territory","Number","4","2016",36222,2016.75,"Q4 2016"
"1036","Total emergency department presentations","Australian Capital Territory","Number","4","2017",37298,2017.75,"Q4 2017"
"1037","Total emergency department presentations","Australian Capital Territory","Number","4","2018",37065,2018.75,"Q4 2018"
"1038","Total emergency department presentations","Australian Capital Territory","Number","4","2019",37557,2019.75,"Q4 2019"
"1039","Total emergency department presentations","Australian Capital Territory","Number","4","2020",39799,2020.75,"Q4 2020"
"1040","Total emergency department presentations","Australian Capital Territory","Number","4","2021",35309,2021.75,"Q4 2021"
"1041","Total emergency department presentations","Australian Capital Territory","Number","1","2014",31937,2014,"Q1 2014"
"1042","Total emergency department presentations","Australian Capital Territory","Number","1","2015",33827,2015,"Q1 2015"
"1043","Total emergency department presentations","Australian Capital Territory","Number","1","2016",35944,2016,"Q1 2016"
"1044","Total emergency department presentations","Australian Capital Territory","Number","1","2017",36268,2017,"Q1 2017"
"1045","Total emergency department presentations","Australian Capital Territory","Number","1","2018",37107,2018,"Q1 2018"
"1046","Total emergency department presentations","Australian Capital Territory","Number","1","2019",35805,2019,"Q1 2019"
"1047","Total emergency department presentations","Australian Capital Territory","Number","1","2020",37680,2020,"Q1 2020"
"1048","Total emergency department presentations","Australian Capital Territory","Number","1","2021",35047,2021,"Q1 2021"
"1049","Total emergency department presentations","Australian Capital Territory","Number","2","2014",32407,2014.25,"Q2 2014"
"1050","Total emergency department presentations","Australian Capital Territory","Number","2","2015",34307,2015.25,"Q2 2015"
"1051","Total emergency department presentations","Australian Capital Territory","Number","2","2016",35611,2016.25,"Q2 2016"
"1052","Total emergency department presentations","Australian Capital Territory","Number","2","2017",35987,2017.25,"Q2 2017"
"1053","Total emergency department presentations","Australian Capital Territory","Number","2","2018",38257,2018.25,"Q2 2018"
"1054","Total emergency department presentations","Australian Capital Territory","Number","2","2019",29474,2019.25,"Q2 2019"
"1055","Total emergency department presentations","Australian Capital Territory","Number","2","2020",40546,2020.25,"Q2 2020"
"1056","Total emergency department presentations","Australian Capital Territory","Number","2","2021",37824,2021.25,"Q2 2021"
"1057","Total emergency department presentations","Australian Capital Territory","Per cent","3","2014",25,2014.5,"Q3 2014"
"1058","Total emergency department presentations","Australian Capital Territory","Per cent","3","2015",25,2015.5,"Q3 2015"
"1059","Total emergency department presentations","Australian Capital Territory","Per cent","3","2016",25,2016.5,"Q3 2016"
"1060","Total emergency department presentations","Australian Capital Territory","Per cent","3","2017",26,2017.5,"Q3 2017"
"1061","Total emergency department presentations","Australian Capital Territory","Per cent","3","2018",25,2018.5,"Q3 2018"
"1062","Total emergency department presentations","Australian Capital Territory","Per cent","3","2019",27,2019.5,"Q3 2019"
"1063","Total emergency department presentations","Australian Capital Territory","Per cent","3","2020",23,2020.5,"Q3 2020"
"1064","Total emergency department presentations","Australian Capital Territory","Per cent","3","2021",25,2021.5,"Q3 2021"
"1065","Total emergency department presentations","Australian Capital Territory","Per cent","4","2014",25,2014.75,"Q4 2014"
"1066","Total emergency department presentations","Australian Capital Territory","Per cent","4","2015",25,2015.75,"Q4 2015"
"1067","Total emergency department presentations","Australian Capital Territory","Per cent","4","2016",25,2016.75,"Q4 2016"
"1068","Total emergency department presentations","Australian Capital Territory","Per cent","4","2017",25,2017.75,"Q4 2017"
"1069","Total emergency department presentations","Australian Capital Territory","Per cent","4","2018",25,2018.75,"Q4 2018"
"1070","Total emergency department presentations","Australian Capital Territory","Per cent","4","2019",27,2019.75,"Q4 2019"
"1071","Total emergency department presentations","Australian Capital Territory","Per cent","4","2020",26,2020.75,"Q4 2020"
"1072","Total emergency department presentations","Australian Capital Territory","Per cent","4","2021",25,2021.75,"Q4 2021"
"1073","Total emergency department presentations","Australian Capital Territory","Per cent","1","2014",25,2014,"Q1 2014"
"1074","Total emergency department presentations","Australian Capital Territory","Per cent","1","2015",25,2015,"Q1 2015"
"1075","Total emergency department presentations","Australian Capital Territory","Per cent","1","2016",25,2016,"Q1 2016"
"1076","Total emergency department presentations","Australian Capital Territory","Per cent","1","2017",25,2017,"Q1 2017"
"1077","Total emergency department presentations","Australian Capital Territory","Per cent","1","2018",25,2018,"Q1 2018"
"1078","Total emergency department presentations","Australian Capital Territory","Per cent","1","2019",25,2019,"Q1 2019"
"1079","Total emergency department presentations","Australian Capital Territory","Per cent","1","2020",25,2020,"Q1 2020"
"1080","Total emergency department presentations","Australian Capital Territory","Per cent","1","2021",24,2021,"Q1 2021"
"1081","Total emergency department presentations","Australian Capital Territory","Per cent","2","2014",25,2014.25,"Q2 2014"
"1082","Total emergency department presentations","Australian Capital Territory","Per cent","2","2015",25,2015.25,"Q2 2015"
"1083","Total emergency department presentations","Australian Capital Territory","Per cent","2","2016",25,2016.25,"Q2 2016"
"1084","Total emergency department presentations","Australian Capital Territory","Per cent","2","2017",24,2017.25,"Q2 2017"
"1085","Total emergency department presentations","Australian Capital Territory","Per cent","2","2018",26,2018.25,"Q2 2018"
"1086","Total emergency department presentations","Australian Capital Territory","Per cent","2","2019",21,2019.25,"Q2 2019"
"1087","Total emergency department presentations","Australian Capital Territory","Per cent","2","2020",26,2020.25,"Q2 2020"
"1088","Total emergency department presentations","Australian Capital Territory","Per cent","2","2021",26,2021.25,"Q2 2021"
"1089","Total emergency department presentations","Northern Territory","Number","3","2014",36035,2014.5,"Q3 2014"
"1090","Total emergency department presentations","Northern Territory","Number","3","2015",37052,2015.5,"Q3 2015"
"1091","Total emergency department presentations","Northern Territory","Number","3","2016",38082,2016.5,"Q3 2016"
"1092","Total emergency department presentations","Northern Territory","Number","3","2017",41598,2017.5,"Q3 2017"
"1093","Total emergency department presentations","Northern Territory","Number","3","2018",39335,2018.5,"Q3 2018"
"1094","Total emergency department presentations","Northern Territory","Number","3","2019",43122,2019.5,"Q3 2019"
"1095","Total emergency department presentations","Northern Territory","Number","3","2020",42587,2020.5,"Q3 2020"
"1096","Total emergency department presentations","Northern Territory","Number","3","2021",44690,2021.5,"Q3 2021"
"1097","Total emergency department presentations","Northern Territory","Number","4","2014",35372,2014.75,"Q4 2014"
"1098","Total emergency department presentations","Northern Territory","Number","4","2015",36278,2015.75,"Q4 2015"
"1099","Total emergency department presentations","Northern Territory","Number","4","2016",37386,2016.75,"Q4 2016"
"1100","Total emergency department presentations","Northern Territory","Number","4","2017",41146,2017.75,"Q4 2017"
"1101","Total emergency department presentations","Northern Territory","Number","4","2018",41924,2018.75,"Q4 2018"
"1102","Total emergency department presentations","Northern Territory","Number","4","2019",43012,2019.75,"Q4 2019"
"1103","Total emergency department presentations","Northern Territory","Number","4","2020",44818,2020.75,"Q4 2020"
"1104","Total emergency department presentations","Northern Territory","Number","4","2021",43265,2021.75,"Q4 2021"
"1105","Total emergency department presentations","Northern Territory","Number","1","2014",35432,2014,"Q1 2014"
"1106","Total emergency department presentations","Northern Territory","Number","1","2015",37407,2015,"Q1 2015"
"1107","Total emergency department presentations","Northern Territory","Number","1","2016",40031,2016,"Q1 2016"
"1108","Total emergency department presentations","Northern Territory","Number","1","2017",38704,2017,"Q1 2017"
"1109","Total emergency department presentations","Northern Territory","Number","1","2018",40738,2018,"Q1 2018"
"1110","Total emergency department presentations","Northern Territory","Number","1","2019",43976,2019,"Q1 2019"
"1111","Total emergency department presentations","Northern Territory","Number","1","2020",44771,2020,"Q1 2020"
"1112","Total emergency department presentations","Northern Territory","Number","1","2021",37463,2021,"Q1 2021"
"1113","Total emergency department presentations","Northern Territory","Number","2","2014",35405,2014.25,"Q2 2014"
"1114","Total emergency department presentations","Northern Territory","Number","2","2015",37722,2015.25,"Q2 2015"
"1115","Total emergency department presentations","Northern Territory","Number","2","2016",38437,2016.25,"Q2 2016"
"1116","Total emergency department presentations","Northern Territory","Number","2","2017",37313,2017.25,"Q2 2017"
"1117","Total emergency department presentations","Northern Territory","Number","2","2018",43000,2018.25,"Q2 2018"
"1118","Total emergency department presentations","Northern Territory","Number","2","2019",34613,2019.25,"Q2 2019"
"1119","Total emergency department presentations","Northern Territory","Number","2","2020",45478,2020.25,"Q2 2020"
"1120","Total emergency department presentations","Northern Territory","Number","2","2021",45918,2021.25,"Q2 2021"
"1121","Total emergency department presentations","Northern Territory","Per cent","3","2014",25,2014.5,"Q3 2014"
"1122","Total emergency department presentations","Northern Territory","Per cent","3","2015",25,2015.5,"Q3 2015"
"1123","Total emergency department presentations","Northern Territory","Per cent","3","2016",25,2016.5,"Q3 2016"
"1124","Total emergency department presentations","Northern Territory","Per cent","3","2017",26,2017.5,"Q3 2017"
"1125","Total emergency department presentations","Northern Territory","Per cent","3","2018",24,2018.5,"Q3 2018"
"1126","Total emergency department presentations","Northern Territory","Per cent","3","2019",26,2019.5,"Q3 2019"
"1127","Total emergency department presentations","Northern Territory","Per cent","3","2020",24,2020.5,"Q3 2020"
"1128","Total emergency department presentations","Northern Territory","Per cent","3","2021",26,2021.5,"Q3 2021"
"1129","Total emergency department presentations","Northern Territory","Per cent","4","2014",25,2014.75,"Q4 2014"
"1130","Total emergency department presentations","Northern Territory","Per cent","4","2015",24,2015.75,"Q4 2015"
"1131","Total emergency department presentations","Northern Territory","Per cent","4","2016",24,2016.75,"Q4 2016"
"1132","Total emergency department presentations","Northern Territory","Per cent","4","2017",26,2017.75,"Q4 2017"
"1133","Total emergency department presentations","Northern Territory","Per cent","4","2018",25,2018.75,"Q4 2018"
"1134","Total emergency department presentations","Northern Territory","Per cent","4","2019",26,2019.75,"Q4 2019"
"1135","Total emergency department presentations","Northern Territory","Per cent","4","2020",25,2020.75,"Q4 2020"
"1136","Total emergency department presentations","Northern Territory","Per cent","4","2021",25,2021.75,"Q4 2021"
"1137","Total emergency department presentations","Northern Territory","Per cent","1","2014",25,2014,"Q1 2014"
"1138","Total emergency department presentations","Northern Territory","Per cent","1","2015",25,2015,"Q1 2015"
"1139","Total emergency department presentations","Northern Territory","Per cent","1","2016",26,2016,"Q1 2016"
"1140","Total emergency department presentations","Northern Territory","Per cent","1","2017",24,2017,"Q1 2017"
"1141","Total emergency department presentations","Northern Territory","Per cent","1","2018",25,2018,"Q1 2018"
"1142","Total emergency department presentations","Northern Territory","Per cent","1","2019",27,2019,"Q1 2019"
"1143","Total emergency department presentations","Northern Territory","Per cent","1","2020",25,2020,"Q1 2020"
"1144","Total emergency department presentations","Northern Territory","Per cent","1","2021",22,2021,"Q1 2021"
"1145","Total emergency department presentations","Northern Territory","Per cent","2","2014",25,2014.25,"Q2 2014"
"1146","Total emergency department presentations","Northern Territory","Per cent","2","2015",25,2015.25,"Q2 2015"
"1147","Total emergency department presentations","Northern Territory","Per cent","2","2016",25,2016.25,"Q2 2016"
"1148","Total emergency department presentations","Northern Territory","Per cent","2","2017",24,2017.25,"Q2 2017"
"1149","Total emergency department presentations","Northern Territory","Per cent","2","2018",26,2018.25,"Q2 2018"
"1150","Total emergency department presentations","Northern Territory","Per cent","2","2019",21,2019.25,"Q2 2019"
"1151","Total emergency department presentations","Northern Territory","Per cent","2","2020",26,2020.25,"Q2 2020"
"1152","Total emergency department presentations","Northern Territory","Per cent","2","2021",27,2021.25,"Q2 2021"
